pair_key,substance_a_id,substance_b_id,code,status,confidence,risk_score,headline,mechanism_primary_category,evidence_tier,validation_flags,source_refs,source_text
atypical_ad|belladonna,atypical_ad,belladonna,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|ndri_bupropion,belladonna,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|belladonna,amphetamine_stims,belladonna,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|methylphenidate,belladonna,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|cocaine,belladonna,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|mdma_2cx_dox_nbome,belladonna,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|serotonergic_opioids,belladonna,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|belladonna,antipsychotics,belladonna,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|belladonna,antihypertensives,belladonna,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|benzodiazepines,belladonna,benzodiazepines,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|lithium,belladonna,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|lamotrigine,belladonna,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|ketamine,belladonna,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|clonidine_guanfacine,belladonna,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
belladonna|beta_blockers_ccb,belladonna,beta_blockers_ccb,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|brugmansia,brugmansia,brugmansia,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
brugmansia|kambo,brugmansia,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|tobacco_rape,brugmansia,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|cannabis,brugmansia,cannabis,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
alcohol|brugmansia,alcohol,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|ssri,brugmansia,ssri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|snri,brugmansia,snri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|tricyclic_ad,brugmansia,tricyclic_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|maoi_pharma,brugmansia,maoi_pharma,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|brugmansia,atypical_ad,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|ndri_bupropion,brugmansia,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|brugmansia,amphetamine_stims,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|methylphenidate,brugmansia,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|cocaine,brugmansia,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|mdma_2cx_dox_nbome,brugmansia,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|serotonergic_opioids,brugmansia,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|brugmansia,antipsychotics,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|brugmansia,antihypertensives,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|brugmansia,benzodiazepines,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|lithium,brugmansia,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|lamotrigine,brugmansia,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|ketamine,brugmansia,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
brugmansia|clonidine_guanfacine,brugmansia,clonidine_guanfacine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|brugmansia,beta_blockers_ccb,brugmansia,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|kambo,kambo,kambo,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
kambo|tobacco_rape,kambo,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|kambo,cannabis,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
alcohol|kambo,alcohol,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|ssri,kambo,ssri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|snri,kambo,snri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|tricyclic_ad,kambo,tricyclic_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|maoi_pharma,kambo,maoi_pharma,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|kambo,atypical_ad,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|ndri_bupropion,kambo,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|kambo,amphetamine_stims,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|methylphenidate,kambo,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|kambo,cocaine,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|mdma_2cx_dox_nbome,kambo,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|serotonergic_opioids,kambo,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|kambo,antipsychotics,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|kambo,antihypertensives,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|kambo,benzodiazepines,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|lithium,kambo,lithium,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|lamotrigine,kambo,lamotrigine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
kambo|ketamine,kambo,ketamine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|kambo,clonidine_guanfacine,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|kambo,beta_blockers_ccb,kambo,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
tobacco_rape|tobacco_rape,tobacco_rape,tobacco_rape,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
cannabis|tobacco_rape,cannabis,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
alcohol|tobacco_rape,alcohol,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ssri|tobacco_rape,ssri,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
snri|tobacco_rape,snri,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
tobacco_rape|tricyclic_ad,tobacco_rape,tricyclic_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
maoi_pharma|tobacco_rape,maoi_pharma,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|tobacco_rape,atypical_ad,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ndri_bupropion|tobacco_rape,ndri_bupropion,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|tobacco_rape,amphetamine_stims,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
methylphenidate|tobacco_rape,methylphenidate,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cocaine|tobacco_rape,cocaine,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
mdma_2cx_dox_nbome|tobacco_rape,mdma_2cx_dox_nbome,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
serotonergic_opioids|tobacco_rape,serotonergic_opioids,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|tobacco_rape,antipsychotics,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antihypertensives|tobacco_rape,antihypertensives,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
benzodiazepines|tobacco_rape,benzodiazepines,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lithium|tobacco_rape,lithium,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
lamotrigine|tobacco_rape,lamotrigine,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
ketamine|tobacco_rape,ketamine,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
clonidine_guanfacine|tobacco_rape,clonidine_guanfacine,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
beta_blockers_ccb|tobacco_rape,beta_blockers_ccb,tobacco_rape,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|cannabis,cannabis,cannabis,SELF,not_applicable,not_applicable,-1,Same entity selected; this is not an interaction pair.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;mechanism_category_unknown,not_available,n/a
alcohol|cannabis,alcohol,cannabis,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|ssri,cannabis,ssri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|snri,cannabis,snri,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|tricyclic_ad,cannabis,tricyclic_ad,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|maoi_pharma,cannabis,maoi_pharma,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
atypical_ad|cannabis,atypical_ad,cannabis,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|ndri_bupropion,cannabis,ndri_bupropion,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
amphetamine_stims|cannabis,amphetamine_stims,cannabis,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|methylphenidate,cannabis,methylphenidate,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|cocaine,cannabis,cocaine,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|mdma_2cx_dox_nbome,cannabis,mdma_2cx_dox_nbome,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
cannabis|serotonergic_opioids,cannabis,serotonergic_opioids,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
antipsychotics|cannabis,antipsychotics,cannabis,UNKNOWN,unknown,low,0,No explicit interaction classification is loaded for this pair in the current curated dataset.,unknown,not_applicable,missing_mechanism;missing_timing;missing_evidence_tier;low_confidence;unknown_classification;mechanism_category_unknown;source_gap,source_gap,source-gap
